"RPT_PERIOD","R_S_NAME","LINE_NUM","PROD_CODE","PROD_NAME","PORT_CODE","PORT_CITY","PORT_STATE","PORT_PADD","GCTRY_CODE","CNTRY_NAME","QUANTITY","SULFUR","APIGRAVITY","PCOMP_RNAM","PCOMP_SITEID","PCOMP_SNAM","PCOMP_STAT","STATE_NAME","PCOMP_PADD"
"1986-01-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","584","0.1","25","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-02-28","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","940","VENEZUELA","37","0","0","","","","","",""
"1986-02-28","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","704","0.1","36.2","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-02-28","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1037","0.1","36.3","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-02-28","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","940","VENEZUELA","37","0","0","","","","","",""
"1986-02-28","PETRO-DIAMOND INC","1","888","MISCELLANEOUS PRODUCTS","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, REPUBLIC OF","28","0","0","","","","","",""
"1986-03-31","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","9","0","0","","","","","",""
"1986-03-31","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1023","0.1","36.4","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-04-30","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1077","0.1","36.4","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-04-30","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","20","0","0","","","","","",""
"1986-05-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1065","0.1","36.2","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-05-31","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","80","0","0","","","","","",""
"1986-06-30","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","79","0","0","","","","","",""
"1986-06-30","CHEVRON CORP","2","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","114","0","0","","","","","",""
"1986-06-30","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","582","0.1","34.8","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-07-31","ASTROLINE CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","228","0","0","","","","","",""
"1986-07-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1106","0.1","34.8","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-07-31","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","195","0.1","34.8","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-07-31","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, REPUBLIC OF","40","0","0","","","","","",""
"1986-07-31","PETRO-DIAMOND INC","1","134","MOTOR GAS BLENDING COMPONENTS","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, REPUBLIC OF","28","0","0","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-08-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1078","0.1","36.1","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-08-31","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","575","0.1","36.1","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-08-31","PETRO-DIAMOND INC","1","134","MOTOR GAS BLENDING COMPONENTS","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","36","0","0","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-09-30","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","490","JAPAN","103","0","0","","","","","",""
"1986-09-30","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, REPUBLIC OF","65","0","0","","","","","",""
"1986-09-30","SAN DIEGO GAS & ELEC CO","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","460","0.11","0","","","","","",""
"1986-10-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","732","0.1","36.3","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-10-31","CHEVRON CORP","2","509","RESIDUAL FUEL, 0.31-1.00% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","265","1","0","","","","","",""
"1986-10-31","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","078","VIRGIN ISLANDS, U.S.","63","0","0","","","","","",""
"1986-10-31","PETRO-DIAMOND INC","1","134","MOTOR GAS BLENDING COMPONENTS","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, REPUBLIC OF","30","0","0","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-11-30","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","940","VENEZUELA","40","0","0","","","","","",""
"1986-11-30","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1105","0.1","35.1","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-11-30","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","255","0.1","21.9","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-12-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","574","0.1","35.7","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1986-12-31","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","3","0","0","","","","","",""
"1987-01-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","757","0.1","35.5","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-01-31","CHEVRON CORP","2","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","104","0.17","0","","","","","",""
"1987-01-31","HAWAII FUELING FACILITIES CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","2","0.08","32.3","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-01-31","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","251","0.18","21.6","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-01-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","296","0.04","42.9","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-01-31","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","658","0.03","46.5","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-02-28","CHEVRON CORP","1","510","RESIDUAL FUEL, > 1.00% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","242","1.12","0","","","","","",""
"1987-02-28","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","375","0.1","35.6","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-02-28","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","184","0.2","22.4","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-02-28","CHEVRON CORP","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1019","0.1","35.7","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-02-28","DEFENSE FUEL SUPPLY CTR","1","510","RESIDUAL FUEL, > 1.00% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","400","GREECE","7","2.2","0","","","","","",""
"1987-02-28","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","283","0.2","21.8","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-02-28","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","300","0","46.2","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-02-28","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","589","0.13","37.2","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-03-31","CHEVRON CORP","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","151","0.18","0","","","","","",""
"1987-03-31","CHEVRON CORP","2","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","131","0.19","0","","","","","",""
"1987-03-31","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","388","0.1","34","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-03-31","CHEVRON CORP","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","100","0.2","31.6","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-03-31","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","2","0","0","","","","","",""
"1987-03-31","PACIFIC RESC INC","1","509","RESIDUAL FUEL, 0.31-1.00% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","52","0.35","0","","","","","",""
"1987-03-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","872","0.1","44.8","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-03-31","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","590","0.08","44.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-03-31","PACIFIC RESC INC","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","113","0.08","43.2","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-04-30","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","101","0","0","","","","","",""
"1987-04-30","CHEVRON CORP","2","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","148","0.11","0","","","","","",""
"1987-04-30","CHEVRON CORP","3","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","198","0.2","0","","","","","",""
"1987-04-30","CHEVRON CORP","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","231","0.2","21.8","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-04-30","CHEVRON CORP","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","273","0.1","36.1","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-04-30","CHEVRON CORP","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","596","0.1","35.2","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-04-30","CHEVRON CORP","7","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","349","0.1","35.2","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-04-30","CHEVRON CORP","8","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","104","0.2","21.9","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-04-30","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","2","0","0","","","","","",""
"1987-04-30","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","940","VENEZUELA","46","0","0","","","","","",""
"1987-04-30","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","262","0.19","21.6","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-04-30","PACIFIC RESC INC","2","510","RESIDUAL FUEL, > 1.00% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","63","2.9","0","","","","","",""
"1987-04-30","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","411","0.03","43.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-05-31","PACIFIC RESC INC","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","79","0.29","0","","","","","",""
"1987-05-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","300","0.2","21.7","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-05-31","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","210","0.19","21.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-05-31","PACIFIC RESC INC","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","192","0.03","50.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-05-31","PACIFIC RESC INC","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","303","0.05","41.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-05-31","PACIFIC RESC INC","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","295","0","46.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-05-31","PACIFIC RESC INC","7","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","299","0.2","23.5","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-06-30","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","62","0","0","","","","","",""
"1987-06-30","CHEVRON CORP","2","411","DISTILLATE FUEL, TOTAL","3201","HONOLU/PEARL, HA","HAWAII","5","260","CANADA","45","0","0","","","","","",""
"1987-06-30","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","919","0.2","35","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-06-30","CHEVRON CORP","11","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","126","0.1","23","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-06-30","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","1","0","0","","","","","",""
"1987-06-30","HAWAII FUELING FACILITIES CORP","2","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","1","0","0","","","","","",""
"1987-06-30","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","940","VENEZUELA","35","0","0","","","","","",""
"1987-06-30","PACIFIC RESC INC","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","59","0.1","0","","","","","",""
"1987-06-30","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","603","0.08","45.1","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-07-31","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","99","0","0","","","","","",""
"1987-07-31","CHEVRON CORP","2","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","243","0.13","0","","","","","",""
"1987-07-31","CHEVRON CORP","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","91","0.2","23.3","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-07-31","CHEVRON CORP","10","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","760","0.1","34.8","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-07-31","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","170","0.23","21.8","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-07-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","411","0.07","49.5","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-07-31","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","249","0.21","21.9","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-07-31","PACIFIC RESC INC","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","332","0.04","47","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-08-31","CHEVRON CORP","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","401","0.2","0","","","","","",""
"1987-08-31","CHEVRON CORP","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","616","0.1","35.6","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-08-31","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","100","0.33","12.3","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-08-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","160","0.14","20.3","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-08-31","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","402","0.19","21.3","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-08-31","PACIFIC RESC INC","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","454","1.8","49.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-09-30","CHEVRON CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","48","0","0","","","","","",""
"1987-09-30","CHEVRON CORP","2","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","59","0","0","","","","","",""
"1987-09-30","CHEVRON CORP","3","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","50","0.3","0","","","","","",""
"1987-09-30","CHEVRON CORP","4","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","207","0.3","0","","","","","",""
"1987-09-30","CHEVRON CORP","14","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","810","0.1","35.9","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-09-30","CHEVRON CORP","15","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","32","0.2","22.1","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-09-30","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","1","0","0","","","","","",""
"1987-09-30","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","30","0","0","","","","","",""
"1987-09-30","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","500","0.04","42","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-09-30","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","528","0.04","45.8","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-09-30","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","451","0.02","43","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-10-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","363","0.1","35.7","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-10-31","CHEVRON CORP","3","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","99","0","0","","","","","",""
"1987-10-31","CHEVRON CORP","4","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","43","0","0","","","","","",""
"1987-10-31","CHEVRON CORP","5","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","98","0.19","0","","","","","",""
"1987-10-31","PACIFIC FUEL TRADG CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","30","0","0","","","","","",""
"1987-10-31","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","370","0.09","22.7","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-10-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","280","0.01","44.9","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-11-30","CHEVRON CORP","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","246","0.23","0","","","","","",""
"1987-11-30","CHEVRON CORP","9","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","141","0.2","21.9","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-11-30","CHEVRON CORP","10","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","698","0.1","35.2","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-11-30","HAWAII FUELING FACILITIES CORP","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","1","0","0","","","","","",""
"1987-11-30","PACIFIC RESC INC","1","134","MOTOR GAS BLENDING COMPONENTS","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","17","0","0","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-11-30","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","201","0.13","19.4","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-11-30","PACIFIC RESC INC","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","479","0.04","46","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-12-31","CHEVRON CORP","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","126","0.1","21.7","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-12-31","CHEVRON CORP","8","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","899","0.1","35.5","CHEVRON USA INC","","HONOLULU","HI","HAWAII","5"
"1987-12-31","PACIFIC RESC INC","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","250","0.19","21.8","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1987-12-31","PACIFIC RESC INC","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","335","0.02","45.9","HAWAIIAN INDEP REFG INC","","EWA BEACH","HI","HAWAII","5"
"1988-01-31","CHEVRON CORP","1","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","330","0.19","0","","","","","",""
