"RPT_PERIOD","R_S_NAME","LINE_NUM","PROD_CODE","PROD_NAME","PORT_CODE","PORT_CITY","PORT_STATE","PORT_PADD","GCTRY_CODE","CNTRY_NAME","QUANTITY","SULFUR","APIGRAVITY","PCOMP_RNAM","PCOMP_SITEID","PCOMP_SNAM","PCOMP_STAT","STATE_NAME","PCOMP_PADD"
"2005-08-31","GAS CO THE                              ","2","231","PROPANE/NGL","3203","KAHULUI, HA","HAWAII","5","160","AUSTRALIA","14","0","0","","","","","",""
"2005-08-31","GAS CO THE                              ","3","231","PROPANE/NGL","3204","NAWILIWV-POR, HA","HAWAII","5","160","AUSTRALIA","10","0","0","","","","","",""
"2005-08-31","HAWAII FUELING FACILITIES CORP          ","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","313","0","0","","","","","",""
"2005-08-31","HAWAII FUELING FACILITIES CORP          ","2","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","72","0","0","","","","","",""
"2005-08-31","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","1010","1.17","38.4","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-08-31","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","526","0.08","37.7","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-08-31","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","965","YEMEN","405","0.62","31.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-08-31","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","415","0.16","36.7","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-08-31","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","318","0.23","19.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-08-31","TESORO HAWAII CORP                      ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","421","1.67","38.5","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","CHEVRON CORP                            ","38","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","209","0.06","38.6","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-09-30","CHEVRON CORP                            ","39","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","262","0.08","36.6","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-09-30","CHEVRON CORP                            ","40","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","259","0.3","16.8","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-09-30","CHEVRON CORP                            ","41","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","256","0.07","39.6","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-09-30","CHEVRON CORP                            ","42","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","240","0.08","35.6","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-09-30","CHEVRON CORP                            ","43","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","207","0.3","17.1","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-09-30","HAWAII FUELING FACILITIES CORP          ","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","305","0","0","","","","","",""
"2005-09-30","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","314","1.67","38.5","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","334","0.1","30.3","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","299","0.23","19.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","641","1.17","38.6","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","629","0.1","52","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","TESORO HAWAII CORP                      ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","965","YEMEN","131","0.62","31.8","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-09-30","TESORO HAWAII CORP                      ","7","508","RESIDUAL FUEL, < 0.31% SULFUR","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","296","0.1","0","","","","","",""
"2005-10-31","CHEVRON CORP                            ","48","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","298","0.08","36.5","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-10-31","CHEVRON CORP                            ","49","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","416","0.06","38.6","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-10-31","CHEVRON CORP                            ","50","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","246","0.09","35.2","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-10-31","CHEVRON CORP                            ","51","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","265","0.06","38.2","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-10-31","CHEVRON CORP                            ","52","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","196","0.24","16.2","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-10-31","HAWAII FUELING FACILITIES CORP          ","1","213","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","515","KOREA, SOUTH","321","0","0","","","","","",""
"2005-10-31","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","354","0.22","20.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-10-31","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","349","0.07","35.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-10-31","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","328","0.22","20.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-10-31","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","296","0.06","44.7","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-10-31","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","965","YEMEN","94","0.63","31.7","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-10-31","TESORO HAWAII CORP                      ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","698","1.2","38.4","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-10-31","TESORO HAWAII CORP                      ","8","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","910","UNITED ARAB EMIRATES","321","0.82","39.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","CHEVRON CORP                            ","51","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","403","0.03","33","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-11-30","CHEVRON CORP                            ","52","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","295","0.03","38.4","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-11-30","CHEVRON CORP                            ","53","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","291","0.08","36.6","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-11-30","CHEVRON CORP                            ","54","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","390","0.06","38.1","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-11-30","CHEVRON CORP                            ","55","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","285","COLOMBIA","398","0.53","28.9","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-11-30","GAS CO THE                              ","1","231","PROPANE/NGL","3202","HILO, HA","HAWAII","5","515","KOREA, SOUTH","17","0","0","","","","","",""
"2005-11-30","GAS CO THE                              ","2","231","PROPANE/NGL","3203","KAHULUI, HA","HAWAII","5","515","KOREA, SOUTH","13","0","0","","","","","",""
"2005-11-30","GAS CO THE                              ","3","231","PROPANE/NGL","3204","NAWILIWV-POR, HA","HAWAII","5","515","KOREA, SOUTH","11","0","0","","","","","",""
"2005-11-30","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","295","0.09","37.5","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","351","0.23","20.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","309","0.07","36","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","716","1.19","38.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","620","0.04","47.7","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","TESORO HAWAII CORP                      ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","302","0.23","20.5","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-11-30","TESORO HAWAII CORP                      ","7","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","410","0.07","43.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","61","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","183","0.05","37.5","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","62","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","301","0.06","38.2","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","63","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","339","0.08","36.8","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","64","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","875","THAILAND","138","0.05","42.2","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","65","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","208","0.24","16.1","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","66","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","194","0.3","17.5","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","67","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","362","0.07","40.4","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","68","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","296","0.08","36.7","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","CHEVRON CORP                            ","79","138","MOTOR GAS BLENDING COMPONENTS, ALL OTHER","3201","HONOLU/PEARL, HA","HAWAII","5","862","TAIWAN","55","0","0","CHEVRON USA INC                         ","","HONOLULU","HI","HAWAII","5"
"2005-12-31","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","357","0.22","20.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-12-31","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","364","0.08","36.6","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-12-31","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","686","1.13","39.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-12-31","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","377","0.08","39.3","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-12-31","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","330","0.22","20.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2005-12-31","TESORO HAWAII CORP                      ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","145","ANGOLA","71","0.49","29.4","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","CHEVRON USA INC                         ","62","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","875","THAILAND","262","0.04","42.5","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-01-31","CHEVRON USA INC                         ","61","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","391","0.03","40.3","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-01-31","CHEVRON USA INC                         ","63","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","165","0.3","17.3","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-01-31","CHEVRON USA INC                         ","58","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","189","0.07","38.1","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-01-31","CHEVRON USA INC                         ","59","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","231","0.07","38.1","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-01-31","CHEVRON USA INC                         ","60","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","130","0.3","17.3","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-01-31","HAWAII FUELING FACILITIES CORP          ","1","215","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","595","MEXICO","241","0","0","","","","","",""
"2006-01-31","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","160","AUSTRALIA","622","0.04","47.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","TESORO HAWAII CORP                      ","7","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","325","ECUADOR","102","1.56","23.4","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","332","EQUATORIAL GUINEA","395","0.61","29.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","252","0.21","20.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","390","0.06","37","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","247","1.12","38.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-01-31","TESORO HAWAII CORP                      ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","762","1.12","38.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","58","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","391","0.06","38","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","61","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","209","0.31","17.2","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","59","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","875","THAILAND","284","0.05","42.4","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","55","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","193","0.07","36.3","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","56","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","259","0.05","39.9","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","57","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","256","0.06","36.4","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","CHEVRON USA INC                         ","60","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","403","0.08","36.1","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-02-28","ED & FMAN ALCOHOL INC                   ","1","141","FUEL ETHANOL","3201","HONOLU/PEARL, HA","HAWAII","5","330","EL SALVADOR","114","0","0","UNKNOWN PROCESSOR-HI                    ","","UNKNOWN PROCESSOR-HI","HI","HAWAII","5"
"2006-02-28","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","629","0.09","37.3","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-02-28","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","334","0.22","19.9","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-02-28","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","580","MALAYSIA","331","0.06","37.1","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-02-28","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","720","1.29","38.6","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","73","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","208","0.3","17.1","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","68","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","300","0.07","38.9","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","70","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","875","THAILAND","230","0.04","42.5","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","72","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","875","THAILAND","190","0.05","42.2","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","66","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","211","0.06","36.6","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","67","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","279","0.04","39.8","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","69","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","145","0.07","36.7","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","71","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","163","0.03","41","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","CHEVRON USA INC                         ","87","840","UNFINISHED OILS, HEAVY GAS OILS","3201","HONOLU/PEARL, HA","HAWAII","5","795","SINGAPORE","189","0","0","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-03-31","GAS CO THE                              ","1","231","PROPANE/NGL","3202","HILO, HA","HAWAII","5","720","PERU","20","0","0","","","","","",""
"2006-03-31","GAS CO THE                              ","2","231","PROPANE/NGL","3203","KAHULUI, HA","HAWAII","5","720","PERU","14","0","0","","","","","",""
"2006-03-31","GAS CO THE                              ","3","231","PROPANE/NGL","3204","NAWILIWV-POR, HA","HAWAII","5","720","PERU","11","0","0","","","","","",""
"2006-03-31","SHELL US TRADING CO                     ","16","141","FUEL ETHANOL","3201","HONOLU/PEARL, HA","HAWAII","5","330","EL SALVADOR","75","0","0","UNKNOWN PROCESSOR-HI                    ","","UNKNOWN PROCESSOR-HI","HI","HAWAII","5"
"2006-03-31","TESORO HAWAII CORP                      ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","232","BRUNEI","365","0.08","37.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-03-31","TESORO HAWAII CORP                      ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","458","INDONESIA","319","0.22","20.2","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-03-31","TESORO HAWAII CORP                      ","1","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","550","LIBYA","985","0.15","36.5","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-03-31","TESORO HAWAII CORP                      ","2","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","785","SAUDI ARABIA","1001","1.12","39.6","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-03-31","TESORO HAWAII CORP                      ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","965","YEMEN","177","0.58","31.4","TESORO HAWAII CORP                      ","","EWA BEACH","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","3","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","452","0.06","38.7","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","4","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","338","0.06","39.1","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","79","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","280","CHINA, PEOPLES REP","198","0.28","16.2","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","5","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","875","THAILAND","169","0.05","40.4","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","6","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","176","0.08","36","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","7","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","313","0.06","36.6","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","CHEVRON USA INC                         ","8","020","CRUDE OIL","3201","HONOLU/PEARL, HA","HAWAII","5","945","VIETNAM","333","0.04","40.3","CHEVRON USA INC                         ","","HAWAII - SECTION 890","HI","HAWAII","5"
"2006-04-30","HAWAII FUELING FACILITIES CORP          ","1","215","JET FUEL, KEROSENE-TYPE","3201","HONOLU/PEARL, HA","HAWAII","5","455","INDIA","303","0","0","","","","","",""
