"Metric 12: Transportation Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable RTPU(y): Reduction in trasportation Petroleum use in year y as percent(NOTE: Changes in all fuels considered)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ground and Water Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Petroleum","PAACB","Percent","","","","-0.283519833153","0.0394350353103","0.0135328562134","-0.128413138108","0.0173885089719","-0.0200160604348","-0.0341439234896","-0.222206558209","-0.046991787395","0.0170320590503","-0.0444050928001","0.0450711480265","-0.0637178882071","0.0617604800541","-0.0470892917464","-0.101062456986","-0.113096982127","-0.0589102395367","-0.154701534586","0.0461127775306","-0.00809460760713","0.106489358527","0.0877277966158","-0.0251213036712","-0.20865558076","-0.0152802612718","0.148625241984","-0.236904192026","-0.0868705856335","-0.0443192512145","-0.063383626201","0.010627089918","0.0856868373536","-0.0793488030585","0.0535180211351","0.212359661949","0.0765249130756","0.0225905923642","-0.203866064737","-0.0345172079285","-0.138290576759","-0.0118772438892","-0.103222435539","-0.0581873051887","0.101544610517","-0.0946362372567","-0.299484596091","0.37470579133","-0.060655396077","-0.00574691471726","-0.0241749386469","0.073018370826","0.0118444404434","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Distillate fuel oil","DFACB","Percent","","","","-2.83877692842","-0.0278783490224","0.215216625572","-0.472845601436","0.250495200366","0.316731042895","0.262124367748","-0.477419354839","0.0174672489083","-0.168888888889","-0.136406844106","0.11982434128","-0.0285103349964","-0.245091245091","0.101669758813","-0.501445683602","-0.243466299862","-0.160619469027","-1.1578345406","0.14288869258","-0.105642875548","0.29699370776","0.518132997414","-0.124931205283","-1.26859099804","0.0355294371361","0.496003130415","-0.989463176575","-0.0694096002676","-0.062141591075","-0.201187788358","0.31920892412","0.0649420803073","-0.204891199692","0.167545682169","0.281453986945","0.314125400784","0.0602519153357","-0.666989083875","0.214190981432","-0.508544303797","-0.355989091672","-0.557858910891","-0.0333664349553","0.285988852585","0.114939434724","-0.844130170316","0.563096121602","-0.144636678201","-0.28734747719","0.152164631543","0.04809144929","0.0654393482516","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","LPG","LGACB","Percent","","","","-0.285714285714","1.0","#DIV/0!","-3.0","-0.0833333333333","-0.538461538462","-1.3","0.173913043478","-0.868421052632","-0.394366197183","0.232323232323","-0.0657894736842","0.0740740740741","-0.16","0.0114942528736","0.104651162791","-0.0779220779221","-0.78313253012","0.777027027027","-2.0303030303","-1.13","0.258215962441","-0.139240506329","0.838888888889","0.206896551724","0.130434782609","-0.1","-0.5","-0.0606060606061","-0.4","-0.0816326530612","-1.56603773585","0.735294117647","-0.527777777778","0.454545454545","0.766666666667","0.0","0.571428571429","1.0","#DIV/0!","#DIV/0!","#DIV/0!","#DIV/0!","1.0","#DIV/0!","-0.122807017544","0.25","0.708333333333","-0.785714285714","0.16","-1.42857142857","0.901960784314","-2.8","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Lubricants","LUACB","Percent","","","","0.025641025641","-2.64035087719","0.0","-0.0506024096386","-0.0206422018349","-0.038202247191","0.158008658009","-0.100257069409","0.0607476635514","-0.0199004975124","0.114634146341","-0.0716253443526","0.00514138817481","0.0413436692506","-0.215633423181","-0.108647450111","0.098","-0.0731707317073","-0.047520661157","0.110453648915","0.039911308204","0.0877598152425","-0.0455696202532","-0.0677966101695","0.0680272108844","0.021897810219","-0.129353233831","0.0352422907489","-0.0251141552511","-0.0289532293987","0.106060606061","-0.0193704600484","-0.0190023752969","-0.04662004662","0.0178173719376","0.0294784580499","-0.0560747663551","-0.0464601769912","-0.0105708245243","0.0146443514644","0.0849256900212","0.0116009280742","0.075117370892","-0.0126903553299","0.00501253132832","0.0251889168766","-0.0335917312661","0.0725","0.099730458221","-0.110778443114","0.0512129380054","0.0795454545455","-0.0555555555556","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Motor Gasoline","MGACB","Percent","","","","-0.0333275473008","-0.0447393471079","-0.0170436273984","-0.0277192242833","-0.0631730078966","-0.0503520787113","-0.0545504637708","-0.07885569973","-0.0601364168382","-0.101458103324","-0.0407161620351","-0.0542012620392","-0.0675445781614","0.00599067461489","-0.0315886352166","-0.0405790427951","-0.0543739801422","-0.0304802874905","0.0161639302533","0.0310996119017","0.00761055330058","-0.0108441191508","-0.000159718894745","-0.0391781113595","-0.00133183075505","-0.0386228770207","-0.0392306555681","-0.0347875542074","-0.0313738063068","0.0112352066079","-0.0346949316207","0.0111554822467","-0.0154514727185","-0.0272986642459","-0.00504954869659","0.00594527831857","0.000526482046962","0.00446691951117","0.030943108703","-0.0375442274931","-0.0502262919693","-0.0712352929386","-0.0178875479465","-0.0123159500744","-0.0264385974469","-0.050418384135","0.0250602084982","0.0610996907875","-0.0165035325287","0.0708791109341","-0.116669588764","0.0784166637591","-0.00857516042933","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Residual fuel oil","RFACB","Percent","","","","-0.395761458847","0.295080037665","-0.0809817999666","-0.190145196169","0.025048669695","-0.154818956337","-0.105014409222","-0.506467765491","-0.0418253583547","0.271319375208","-0.0272735565083","0.283253418576","-0.0717294350842","0.436596925211","-0.306934755847","-0.128885400314","-0.291614518148","-0.0694444444444","0.210007047216","-0.154581368676","0.14591611479","0.138666322047","-0.377644411103","0.0963842300152","-0.155959985537","-0.0203315608383","0.305027590435","-0.51066019703","-0.355947050808","-0.198980690546","0.0235885769024","-0.448034827396","0.293572154472","-0.106335790925","0.088042477109","0.73782081749","0.302741898935","0.21676958076","-3.45601659751","-0.303193965919","-0.193926402287","0.459273445449","0.364139457665","-0.634116623151","0.249147848317","-1.11845651866","-0.879662492466","0.781039581032","-0.241945981126","0.11489584698","0.0674955595027","0.0953968253968","0.0296543253202","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Synthetic Natural Gas","NGACB","Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Biofuels","","Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ethanol","EMACB","Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Biodiesel","-","Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","All","","Percent","","","","-0.283519833153","0.0394350353103","0.0135328562134","-0.128413138108","0.0173885089719","-0.0200160604348","-0.0341439234896","-0.222206558209","-0.046991787395","0.0170320590503","-0.0444050928001","0.0450711480265","-0.0637178882071","0.0617604800541","-0.0470892917464","-0.101062456986","-0.113096982127","-0.0589102395367","-0.154701534586","0.0461127775306","-0.00809460760713","0.106489358527","0.0877277966158","-0.0251213036712","-0.20865558076","-0.0152802612718","0.148625241984","-0.236904192026","-0.0868705856335","-0.0443192512145","-0.063383626201","0.010627089918","0.0856868373536","-0.0793488030585","0.0535180211351","0.212359661949","0.0765249130756","0.0225905923642","-0.203866064737","-0.0345172079285","-0.138290576759","-0.0118772438892","-0.103222435539","-0.0582093333186","0.101532088511","-0.094621363947","-0.299488840207","0.37470478052","-0.0606538160979","-0.00574677357958","-0.0241743483304","0.0730047088276","0.0118697033217","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable TU2030(y): Projected Trasportation 2030 Demand (As reported by DBEDT in 'Biofuels Study Final Report to the Legislature In Accordance with Act 203, Session Laws of Hawaii, 2011)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Ground Transportation","","Million Gallons","","345.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Water Transportation","","Million Gallons","","175.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Total","","Million Gallons","","520.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Variable TP2030(y): Trasportation Petroleum use as percent of projected 2030 Demand (As reported by DBEDT in 'Biofuels Study Final Report to the Legislature In Accordance with Act 203, Session Laws of Hawaii, 2011)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Ground and Water Transportation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Petroleum","PAACB","Percent","","","","0.462","0.448107692308","0.442292307692","0.496003846154","0.489703846154","0.499476923077","0.516842307692","0.623861538462","0.653826923077","0.651646153846","0.6804","0.657057692308","0.698976923077","0.661984615385","0.690980769231","0.757453846154","0.838546153846","0.886765384615","1.01656153846","0.969311538462","0.9786","0.880869230769","0.805834615385","0.826915384615","0.987565384615","1.00388076923","0.867784615385","1.05864230769","1.14417692308","1.18900384615","1.26387692308","1.24336153846","1.14821538462","1.23859615385","1.17931153846","0.953642307692","0.887815384615","0.869803846154","1.02124615385","1.05395769231","1.19215384615","1.21945384615","1.34270769231","1.41168461538","1.28108076923","1.39100769231","1.76731153846","1.14595384615","1.21040769231","1.21161923077","1.24925769231","1.18472307692","1.17325384615","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Distillate fuel oil","DFACB","Percent","","","","0.0765692307692","0.07875","0.0617884615385","0.0910269230769","0.0681692307692","0.0466038461538","0.0344076923077","0.0508038461538","0.0499153846154","0.0583153846154","0.0663115384615","0.0583961538462","0.0600115384615","0.0747115384615","0.0671192307692","0.1008","0.125353846154","0.145465384615","0.31395","0.269042307692","0.297473076923","0.209111538462","0.1008","0.1134","0.257169230769","0.248042307692","0.125030769231","0.248688461538","0.265973076923","0.282530769231","0.339311538462","0.231","0.215976923077","0.260319230769","0.216703846154","0.155723076923","0.106776923077","0.100315384615","0.167273076923","0.131411538462","0.198288461538","0.268880769231","0.418869230769","0.432842307692","0.309103846154","0.273565384615","0.504484615385","0.220419230769","0.252242307692","0.324773076923","0.275342307692","0.264438461538","0.247153846154","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","LPG","LGACB","Percent","","","","0.000161538461538","0.0","8.07692307692e-05","0.000242307692308","0.000323076923077","0.000403846153846","0.000969230769231","0.000807692307692","0.00145384615385","0.0021","0.00161538461538","0.00169615384615","0.00161538461538","0.00185769230769","0.00177692307692","0.00161538461538","0.00177692307692","0.00315","0.000726923076923","0.0021","0.00452307692308","0.00331153846154","0.00379615384615","0.000646153846154","0.000484615384615","0.000403846153846","0.000484615384615","0.000726923076923","0.000726923076923","0.00105","0.00113076923077","0.00282692307692","0.000726923076923","0.00113076923077","0.000646153846154","0.000161538461538","0.000161538461538","8.07692307692e-05","0.0","0.0","0.0","0.0","0.000888461538462","0.0","0.00121153846154","0.00137307692308","0.000969230769231","0.000323076923077","0.000484615384615","0.000484615384615","0.00105","8.07692307692e-05","0.000403846153846","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Lubricants","LUACB","Percent","","","","0.00153461538462","0.00549230769231","0.00549230769231","0.00581538461538","0.00589615384615","0.00613846153846","0.00516923076923","0.00573461538462","0.00533076923077","0.00549230769231","0.00484615384615","0.00516923076923","0.00516923076923","0.00492692307692","0.00597692307692","0.00670384615385","0.00597692307692","0.00646153846154","0.00678461538462","0.00597692307692","0.00573461538462","0.00525","0.00549230769231","0.00589615384615","0.00549230769231","0.00533076923077","0.00605769230769","0.00581538461538","0.00597692307692","0.00613846153846","0.00549230769231","0.00557307692308","0.00573461538462","0.00597692307692","0.00589615384615","0.00573461538462","0.00605769230769","0.0063","0.00638076923077","0.0063","0.00573461538462","0.00565384615385","0.00525","0.00533076923077","0.00525","0.00516923076923","0.00533076923077","0.00492692307692","0.00444230769231","0.00492692307692","0.00468461538462","0.00428076923077","0.00452307692308","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Motor Gasoline","MGACB","Percent","","","","0.274615384615","0.286892307692","0.291738461538","0.299896153846","0.318796153846","0.334869230769","0.353123076923","0.380988461538","0.403846153846","0.444876923077","0.462969230769","0.488088461538","0.521042307692","0.517892307692","0.534288461538","0.555934615385","0.586142307692","0.604073076923","0.5943","0.575803846154","0.571442307692","0.577580769231","0.577742307692","0.600357692308","0.601165384615","0.624346153846","0.648819230769","0.671434615385","0.692515384615","0.684680769231","0.708426923077","0.700592307692","0.711415384615","0.734030769231","0.739846153846","0.735323076923","0.735323076923","0.732173076923","0.709638461538","0.736453846154","0.773446153846","0.828853846154","0.843876923077","0.852923076923","0.874973076923","0.919073076923","0.895892307692","0.841292307692","0.855184615385","0.794607692308","0.88725","0.842746153846","0.850096153846","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Residual fuel oil","RFACB","Percent","","","","0.109119230769","0.0769730769231","0.0831923076923","0.0990230769231","0.0965192307692","0.111461538462","0.123173076923","0.185526923077","0.193280769231","0.140861538462","0.144657692308","0.103707692308","0.111138461538","0.0625961538462","0.0818192307692","0.0924","0.119296153846","0.127615384615","0.1008","0.116388461538","0.0994269230769","0.0856153846154","0.118003846154","0.106615384615","0.123253846154","0.125757692308","0.0873923076923","0.131976923077","0.178984615385","0.214603846154","0.209515384615","0.303369230769","0.214361538462","0.237138461538","0.216219230769","0.0567","0.0394961538462","0.0309346153846","0.137953846154","0.179792307692","0.214684615385","0.116065384615","0.0738230769231","0.120588461538","0.0905423076923","0.191826923077","0.360634615385","0.0789923076923","0.0980538461538","0.0868269230769","0.0809307692308","0.0731769230769","0.0710769230769","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Synthetic Natural Gas","NGACB","Percent","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000161538461538","0.000161538461538","0.000161538461538","0.000242307692308","0.000161538461538","0.000161538461538","0.000161538461538","0.000161538461538","0.000242307692308","8.07692307692e-05","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
"","Biofuels","","Percent","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000594057692308","0.00864004615385","0.00598580769231","0.00793646538462","0.00935380384615","0.0104601290769","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ethanol","EMACB","Percent","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Biodiesel","-","Percent","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000594057692308","0.00864004615385","0.00598580769231","0.00793646538462","0.00935380384615","0.0104601290769","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","All","","Percent","","","","0.462","0.448107692308","0.442292307692","0.496003846154","0.489703846154","0.499476923077","0.516842307692","0.623861538462","0.653826923077","0.651646153846","0.6804","0.657057692308","0.698976923077","0.661984615385","0.690980769231","0.757453846154","0.838546153846","0.886765384615","1.01656153846","0.969311538462","0.9786","0.880869230769","0.805834615385","0.826915384615","0.987565384615","1.00388076923","0.867784615385","1.05864230769","1.14417692308","1.18900384615","1.26387692308","1.24336153846","1.14821538462","1.23859615385","1.17931153846","0.953642307692","0.887815384615","0.869803846154","1.02124615385","1.05395769231","1.19215384615","1.21945384615","1.34270769231","1.41184615385","1.28124230769","1.39116923077","1.76755384615","1.14611538462","1.21056923077","1.21178076923","1.24941923077","1.18496538462","1.17333461538","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A"
