"Series","Unit","2006-01-01","2006-02-01","2006-03-01","2006-04-01","2006-05-01","2006-06-01","2006-07-01","2006-08-01","2006-09-01","2006-10-01","2006-11-01","2006-12-01","2007-01-01","2007-02-01","2007-03-01","2007-04-01","2007-05-01","2007-06-01","2007-07-01","2007-08-01","2007-09-01","2007-10-01","2007-11-01","2007-12-01","2008-01-01","2008-02-01","2008-03-01","2008-04-01","2008-05-01","2008-06-01","2008-07-01","2008-08-01","2008-09-01","2008-10-01","2008-11-01","2008-12-01","2009-01-01","2009-02-01","2009-03-01","2009-04-01","2009-05-01","2009-06-01","2009-07-01","2009-08-01","2009-09-01","2009-10-01","2009-11-01","2009-12-01","2010-01-01","2010-02-01","2010-03-01","2010-04-01","2010-05-01","2010-06-01","2010-07-01","2010-08-01","2010-09-01","2010-10-01","2010-11-01","2010-12-01","2011-01-01","2011-02-01","2011-03-01","2011-04-01","2011-05-01","2011-06-01","2011-07-01","2011-08-01","2011-09-01","2011-10-01","2011-11-01","2011-12-01","2012-01-01","2012-02-01","2012-03-01","2012-04-01","2012-05-01","2012-06-01","2012-07-01","2012-08-01","2012-09-01","2012-10-01","2012-11-01","2012-12-01","2013-01-01","2013-02-01","2013-03-01","2013-04-01","2013-05-01","2013-06-01","2013-07-01","2013-08-01","2013-09-01","2013-10-01","2013-11-01","2013-12-01","2014-01-01","2014-02-01","2014-03-01","2014-04-01","2014-05-01","2014-06-01","2014-07-01","2014-08-01","2014-09-01","2014-10-01","2014-11-01","2014-12-01","2015-01-01","2015-02-01","2015-03-01","2015-04-01","2015-05-01","2015-06-01","2015-07-01","2015-08-01","2015-09-01","2015-10-01","2015-11-01","2015-12-01","2016-01-01","2016-02-01","2016-03-01","2016-04-01","2016-05-01","2016-06-01","2016-07-01","2016-08-01","2016-09-01","2016-10-01","2016-11-01","2016-12-01","2017-01-01","2017-02-01","2017-03-01","2017-04-01","2017-05-01","2017-06-01","2017-07-01","2017-08-01","2017-09-01","2017-10-01","2017-11-01","2017-12-01","2018-01-01","2018-02-01","2018-03-01","2018-04-01","2018-05-01","2018-06-01","2018-07-01"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crude Oil Price","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"     - Generated by Biodiesel","KWH","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2999112","722779","4405515","1417712","1206112","3145978","2114243","4316899","5481863","678521","1293431","1287566","1297744","412161","2166357","578123","2052350","6887552","1994431","822201","6016643","794385","1355083","1302034","4978888","1569583","1157266","1413534","3874850","823825","1078316","2371960","5214261","3722135","3122888","3592615","3249736","2264309","197222","1250791","5910171","2067559","6431624","575026","0","7049264","3740591","7672259","5598625","3988492","2389470","2010919","3836396","835745","6856061","13504681","7095761","5047877","3219870","2801450","5130195","5033326","1343684","1135462","5283747","3073157","1737516","6741897","3682570","2407604","4872678","1710304","1197391","6845622","3988224","4271333","4969000","5325424","4265266","6314222","6506812","3672677","2576926","6093381","8215854","3769681","3420979","","","",""
"     - Generated by Hydro and Wind","KWH","546683","680342","1512520","3316442","3653154","3289178","3324667","3165174","2949810","3443331","1854839","1654652","1996660","1310110","2231601","1222729","1200977","738070","1137190","1251871","1289859","1455918","1354495","1065054","1460553","1290119","1964797","1987685","1890517","1366294","1411174","1920585","1213789","1134195","1512912","9377730","3079776","3086835","3640854","3710975","2171889","2330016","3518265","3136854","3008284","3500829","2873697","2526498","1752735","900539","3106329","3107512","2439907","1530097","2117014","1517304","944269","1616947","3332274","2683870","1470177","1438285","2090392","3358402","2679483","3107494","2712436","2500283","2254714","750886","1972121","3073651","2780434","2096636","2927640","3800120","3788168","3505326","3807176","3718644","3394733","2569245","2114030","2471298","2666189","2808973","3092246","2126129","2126409","3051913","2684805","3044174","1505325","1855270","1730936","826686","1788786","997417","2413936","3338737","2625388","2988713","2899105","2922816","2100679","3106041","3204053","3139351","1184128","821906","1925581","2943888","3119436","2947327","1680734","2811090","3014444","2681698","3167019","2834735","1774167","419592","494831","2571842","2424969","2981581","2936227","2548287","2285269","1787360","1830148","2110123","2590952","1258389","742092","1310106","1423421","1354079","687270","1103034","1324829","2146486","1336314","1358908","1073603","2329081","3589450","","","",""
"Electricity Purchased from Independent Power Plant","KWH","286618317","302083914","362416495","290189632","350578013","348824687","378008354","355704717","355056320","362796338","359732694","376727551","363147528","305222666","292687450","371065374","381361597","371904323","374464139","374903309","354679278","344260902","356950014","364288954","362034449","288047480","346463658","357763448","372392086","359255915","375292092","382841542","350863652","340673694","365715626","375956717","348974767","287007852","325977398","355399749","318145133","360475122","357418358","375911006","358400655","350891906","359415572","352617174","350583870","250645798","284354800","338592394","347612473","361819778","358495745","381731492","363074386","360296650","332445435","360571292","346793916","293508901","316875202","335400123","341019659","352698353","364643650","369040881","332052250","361428798","333285748","299589776","326880990","298329913","294948303","315613746","370214660","351725688","382006367","368568129","348810066","357165278","356127611","360804438","265267143","295078744","295824798","347222652","365314077","370289880","395942678","410728630","393658940","372698624","353610455","378397024","321427244","287963687","352920137","373145070","370199890","372693467","423109439","398882517","333558006","398801330","391631196","346901357","300927256","340172585","350046533","333626015","344442246","357098800","405541460","398719644","399593246","392262433","390542484","389339891","334217390","278069579","363783858","376871507","354252602","387720200","398465075","425114880","405716227","415733408","386091925","371664376","297120172","303043786","313082416","363923470","394345629","403313243","425509893","431802946","394613993","372948204","382331263","334124617","329955220","269461340","367280644","","","",""
"Electricity Used by Electric Utility Stations","KWH","34977343","28110640","31372853","32073853","31903125","32330359","32874072","34876796","33405789","33296048","32534088","31484026","31871461","28728969","34487006","29396443","31279210","32097064","32782772","33484716","33687994","35276268","32182892","32310945","30713027","31498917","32587175","30066248","31682827","30897141","33239630","33000773","31782680","32928745","28169314","28076809","29210885","27332502","28731263","26371621","32954117","31223410","32756044","33463449","32318317","34484260","31023354","31816850","31502923","30064136","33497205","30995575","31749640","30564333","32783142","32455451","31957267","33379334","31895699","30769011","31322381","29766177","33852749","31547147","32144801","30164042","31897484","32381253","31076918","31427072","30734218","32736981","31560104","29061653","31705820","29091526","29802791","29658551","29865283","31479239","29412332","31138981","28636913","30105373","31914167","26799664","30249721","28207916","28928872","27969192","29494336","27934776","26052759","30085259","28321754","29032509","29264654","27138579","26670066","25672999","27472961","26724703","27032959","29036744","30505542","27572646","23788930","26109350","26890222","22201254","24698431","26377498","26461528","26473000","27137953","28562364","28130053","27586370","25942839","26129712","25820395","25705238","24230418","22561491","24939874","24954243","27200729","27498589","25976067","25816123","24244756","25977165","27261794","23622867","27229741","23097436","23731132","24012296","24954101","25351987","25074418","28310211","24620382","25917409","25967203","25010554","23991717","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Fuel Oil Used by Utility Companies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barrels of Oil Consumed","Barrels","844125","671531","745361","791726","747035","778777","803201","875987","838691","814404","782229","749035","757778","680461","844675","699295","746247","771856","824800","845793","819153","854507","749055","762792","698678","761657","777599","687100","749189","731190","787032","786096","775862","819457","706326","690800","689016","657505","710629","615154","796314","734029","786207","763458","728794","789579","670553","676389","683709","690337","757529","654475","718977","657821","716497","702646","699328","725358","686358","664715","658680","667770","752339","690448","696748","633340","685984","705316","693116","687272","665296","727598","673959","623558","690383","630494","597951","618392","616654","665307","615551","659584","601589","618815","713625","555956","625657","587139","596029","568017","593226","595745","564326","646103","591870","570198","609205","575697","550664","513693","572014","556234","553780","584113","684257","585762","511782","570225","579731","451612","495854","569552","563295","575292","601838","620465","598467","588478","563254","558366","561455","563807","494438","501982","562455","544007","582823","586447","558279","552452","511112","554066","596068","481545","596055","488792","488274","528371","538587","559940","553001","603979","521548","529427","560872","532157","467955","","","",""
"Total Cost of Oil Consumed","Dollars","49642808","38779285","44598207","48937494","47498036","51566913","54828384","59567169","56005022","51652665","44716463","40190624","38803444","35589300","43496959","37470001","40716823","46516821","52976874","59091450","60706236","63666125","55330413","57693056","57503264","70130701","71301252","62107982","73770547","76702195","92115107","100365841","107624385","109204380","88305321","70095970","49007540","32474509","33810608","28444928","36252414","35228100","41995125","49933076","52306965","59978864","49542168","50136581","52062889","52483246","63942183","53290454","59770651","57519364","64168938","61149066","59871943","63198032","60702651","59846772","62591716","67811241","70911373","78235710","83912558","80604555","91466082","91456735","92454548","90860910","88218542","94369742","88951383","81954158","91954724","87458521","85695818","90290367","90471115","91766289","80923124","86347273","75474124","78835102","91490189","70029785","78677561","75952626","76606467","72378896","74260298","77732632","67286211","82543627","78477727","76110792","79342433","73426047","71227047","65638406","74814321","72016574","71146522","77119627","89719601","73620588","58120929","61710905","53146566","34826772","32644031","37201670","34753511","38277045","45234816","49408866","45029493","36135409","28774093","29183941","28653955","27069292","19356726","18140992","22063493","24596586","29907768","33857747","31352161","28702907","27128565","31683237","34889691","30334467","38377544","33520079","31824774","34066897","34971395","34488602","34227899","38212537","36027203","36768865","40262036","40242259","36837931","","","",""
"Ave Cost/Bbl of Oil Consumed","Dollars","58.8097829113","57.7475723384","59.8343715327","61.8111493118","63.5820758064","66.2152490379","68.2623452909","68.0000605032","66.7767056043","63.4238842147","57.165437487","53.6565367439","51.2068758924","52.3017483735","51.4954970847","53.5825381277","54.5621262129","60.2661908439","64.2299636275","69.8651443084","74.1085438251","74.506265016","73.866956365","75.634060137","82.3029550093","92.0764871852","91.694114833","90.3914743123","98.4672052046","104.900497819","117.04112031","127.676315615","138.71588633","133.264320153","125.020629284","101.470715113","71.1268533677","49.3905126197","47.5784241848","46.2403365661","45.5252752055","47.9927904756","53.4148449454","65.4038283704","71.771947903","75.9630942566","73.8825536535","74.1238858113","76.1477309791","76.0255440459","84.4088912768","81.424735857","83.1329110667","87.4392334693","89.5592556563","87.0268470894","85.6135361375","87.1266767582","88.4416747528","90.0337317497","95.0259853039","101.548798239","94.2545488138","113.311516581","120.434587541","127.269010326","133.335590918","129.66774467","133.389718316","132.205167677","132.600439504","129.700386752","131.98337436","131.429887837","133.19378374","138.714279597","143.315786745","146.008303794","146.712929779","137.930743251","131.464531777","130.911715566","125.45795219","127.396882752","128.20485409","125.962819","125.751907195","129.360553463","128.528086721","127.423820062","125.180450621","130.479705243","119.232874261","127.756142596","132.592844713","133.481338062","130.2393004","127.542868905","129.347564032","127.777497455","130.791066303","129.471722333","128.474343602","132.02860919","131.119741559","125.683448226","113.565793639","108.222026393","91.6745283588","77.1165779474","65.8339571729","65.3174249234","61.6968213813","66.5349857116","75.1611164466","79.6319953583","75.2413967687","61.4048596549","51.0854658822","52.2666870834","51.0351764612","48.0116280926","39.1489448627","36.138730074","39.2271257256","45.2137307057","51.3153530317","57.733686079","56.1585891642","51.9554766749","53.0775348652","57.1831460512","58.5330717301","62.9940441703","64.3859106962","68.5773887461","65.1781049165","64.4753345661","64.9317473314","61.5933885773","61.894822975","63.26798945","69.0774444538","69.4503019302","71.7847138028","75.6210272532","78.721097114","","","",""
"Month-end price per barrel","Dollars","55.1233333333","56.68","58.45","59.53","61.25","64","62.52","62.2566666667","60.65","56.07","53.02","51.56","53.0333333333","51.39","53.64","55.1766666667","58.0766666667","63.3933333333","65.32","46.05","68.8566666667","69.3666666667","69.3966666667","86.57","94.8033333333","87.9333333333","84.07","92.1833333333","96.09","102.326666667","115.616666667","126.076666667","125.293333333","114","93.2433333333","65.83","44.32","48.2566666667","45.8633333333","45.4766666667","47.2166666667","56.24","65.69","69.7466666667","74.2566666667","74.36","74.2666666667","79.4066666667","79.8","82.52","79.63","79.9","84.9266666667","83.7833333333","82.7533333333","77.94","83.48","81.45","83.25","87.8066666667","92.1433333333","96.2233333333","101.41","110.1","119.476666667","121.676666667","119.5","130.843333333","122.916666667","121.716666667","117.03","123.146666667","122.02","124.3","127.513333333","131.283333333","137.54","131.336666667","124.47","118.44","117.673333333","119.813333333","119.986666667","120.496666667","116.46","115.733333333","119.643333333","117.276666667","116.843333333","111.31","114.37","110.676666667","115.586666667","116.463333333","116.316666667","114.763333333","114.056666667","115.473333333","113.02","114.466666667","112.62","109.603333333","113.05","110.106666667","107.153333333","102.236666667","96.86","85.9566666667","74.7766666667","64.6166666667","64.9766666667","58.3333333333","60.2","62.31","64.6233333333","63.76","56.54","49.64","47.2666666667","46.0066666667","41.92","36.2933333333","32.5966666667","32.9733333333","35.28","39.44","44.4966666667","46.0033333333","42.82","45.2733333333","49.41","53.92","55.1566666667","56.3833333333","57.66","53.99","51.9433333333","56.3066666667","51.86","51.0833333333","54.8366666667","58.1733333333","59.8566666667","63.2033333333","63.9633333333","68.0766666667","67.0833333333","","","",""
"Cost of Oil/KWH Generated","Dollar/KWh","0.102035367656","0.0998835927409","0.104190970456","0.106010055299","0.108950526193","0.112994635439","0.116871694518","0.117285517889","0.116401337595","0.109972711385","0.0996403618333","0.0925347470449","0.0891212562016","0.0905924164251","0.0892137971977","0.0933635715413","0.0941355509464","0.105735226581","0.111846070497","0.120373007913","0.128018781555","0.1271528218","0.1268905519","0.129457403381","0.140337476057","0.156771691683","0.15761105512","0.154767169807","0.160194675867","0.178243832892","0.20043933669","0.21903071951","0.239200922929","0.229348518276","0.217337642046","0.176506143616","0.123140858057","0.0853570630808","0.0816135006444","0.0795754707226","0.0791726478709","0.0829682152503","0.0923103050205","0.112574193653","0.12335246756","0.130493351707","0.125790589334","0.126176260678","0.130253975056","0.128874203662","0.142784628518","0.139575296947","0.142013376605","0.148438936572","0.153235220621","0.147503553844","0.146860844708","0.148600938234","0.149321680697","0.153649152204","0.163284516797","0.173502323965","0.161757794308","0.194484296463","0.204781821476","0.216291737816","0.231964876809","0.223144132085","0.225545529302","0.223505750402","0.222476948687","0.217217885563","0.22349469478","0.220243807938","0.221526002643","0.231926528406","0.241187595155","0.249300456748","0.246848080628","0.229531005119","0.219819657957","0.218051320008","0.21756084413","0.214172239605","0.21399742134","0.210996882153","0.210513441989","0.219070450003","0.218743369801","0.213310827674","0.211820646334","0.219383459655","0.201669987303","0.217200360331","0.228141969723","0.224681155925","0.220612633879","0.213731752629","0.220862873257","0.221279258739","0.222762980661","0.219499862377","0.217985957862","0.224603277073","0.220642310121","0.212854313465","0.195249921824","0.185898426973","0.157828263872","0.132328942612","0.112348952317","0.109787670713","0.105130474031","0.113466952381","0.127942772045","0.13492382758","0.128651442534","0.104733160486","0.0874656370775","0.0894967102604","0.0879515827422","0.08242068646","0.0676630285973","0.0621085792984","0.0681166071299","0.0781419903456","0.087820014932","0.0990017278178","0.0957371991108","0.0893426325819","0.091221484747","0.0983150955219","0.100242783136","0.109202909697","0.11163879937","0.120821993985","0.114340018348","0.112412934067","0.113479314208","0.107457453908","0.107805026071","0.109620121979","0.119965370399","0.121115286793","0.125311952489","0.13095372722","0.136533276407","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Diesel Oil Used by Utility Companies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barrels of Oil Consumed","Barrels","253128","199166","220849","207749","217127","233347","254991","267121","221601","254447","246347","219048","216072","195776","238736","197595","226380","229966","249039","238384","225122","227055","222400","220740","204265","192952","211247","215851","204889","219037","237469","221379","214871","220222","193314","210968","189694","160577","179982","190855","224906","218023","233387","247264","249327","275140","219215","238812","214440","195230","211682","203062","210150","228343","230662","234552","220786","226138","221915","236829","226484","213943","212149","214821","222449","214503","220590","216805","221514","224236","195355","202004","218395","197037","194948","189040","195899","187435","196173","215724","191558","231578","193026","204702","205348","158222","208451","193246","210584","184694","221287","205145","203231","214440","205693","214840","196652","196549","194391","172991","197829","171570","193888","227624","229507","227582","183871","205919","229931","182036","215343","170445","174238","185311","218515","251061","214701","225410","202550","192346","210165","198611","208004","177820","194404","161984","210672","205567","190166","189888","183232","195264","197896","178107","222485","213474","204168","176873","203597","205383","214900","209912","167864","199794","197975","199793","191254","","","",""
"Total Cost of Oil Consumed","Dollars","21435819","15952260","18164961","17996796","19376450","22599315","26346830","27361125","22001067","25419837","22783308","18066477","18559723","17694639","20820387","17835192","21169594","22487133","24602362","24191727","23022976","22656032","22759453","22523599","24313219","22641625","24888157","26435667","27926140","32254311","37566047","36783602","34478546","31997886","25788779","23039941","15651386","11168055","12717075","12720420","14934904","15469541","17281567","20145036","20401404","23886493","19046475","21389052","20546532","18356095","20145244","19252245","20719734","23573173","23475304","22709224","20504911","22532651","22619856","25168863","25006924","24454611","24975721","27353715","30765383","31968470","32176622","28171303","30614432","30160554","26658320","27642948","30247851","26439101","27018207","27354224","29523258","27234827","26752061","28324601","25000054","32039532","28853986","30648156","29552070","21879286","29718703","28065336","29419603","24798018","29236685","27491744","27655214","30720246","29300561","29943006","26729722","26888454","26736957","23773284","26923612","23907375.692","27034676","31692841","31704270","30560423","23624305","25126010","25555081","17282922","18417868","14711929","15101338","16417427","20484142","22978573","18221908","17873872","15414156","14810500","15337902.891","13030668","12239117","10056831","11646931","10466526","14505127","15195530","13629256","13107438","13269579","15129659","15177368","13798766","17376270","16547135","15346816","13322555","14814663","13971455","15606876","16822267","15466568","17428934","17806728","17562422","18439318","","","",""
"Ave Cost/Bbl of Oil Consumed","Dollars","90.008","86.2808333333","87.556","89.6175","91.6541666667","98.167","104.545333333","104.0345","103.3845","102.7065","97.5378333333","92.53","90.7903333333","93.1265","90.9733333333","92.3741666667","95.2431666667","97.2826666667","99.9503333333","103.206333333","104.040833333","103.128","104.568333333","109.243333333","119.027826598","117.343302998","117.815434065","122.471830105","136.298874024","147.255080192","158.193477886","166.156690562","160.461607197","145.298317153","133.403576565","109.21059592","82.5085980579","69.5495307547","70.6574824149","66.6496554976","66.4050936836","70.9537113057","74.046827801","81.4717710625","81.8258912994","86.8157774224","86.8849075109","89.5643937491","95.8148293229","94.0229216821","95.1674870797","94.8096886665","98.5949750178","103.235803156","101.773608137","96.8195709267","92.8723333907","99.6411527474","101.930270599","106.274413184","110.413645114","114.304328723","117.727262443","127.332593182","138.303085202","149.035071771","145.866186137","129.938437767","138.205404625","134.503621185","136.460904507","136.843567454","138.500657066","134.183432553","138.591865523","144.700719424","150.706527343","145.302782298","136.369739974","131.300184495","130.509057309","138.353090535","149.482380612","149.720842982","143.912139393","138.28219843","142.569251287","145.231135444","139.704835125","134.265422807","132.121114209","134.011279826","136.077734204","143.258002238","142.448022052","139.373515174","135.923977381","136.802802355","137.542154729","137.424975866","136.095375299","139.344732133","139.434498267","139.233301409","138.140753877","134.283128718","128.48303974","122.018900636","111.142390543","94.9423300886","85.5280552421","86.3148170964","86.6707492051","88.5939150941","93.7424982267","91.525856266","84.8710904933","79.2949381128","76.1004986423","76.9992617471","72.9802911569","65.6089944666","58.8407771004","56.5562422675","59.9109637662","64.6145668708","68.8517078682","73.9200844494","71.6703090984","69.0272055106","72.4195500786","77.4830946821","76.6936572745","77.474585502","78.1008607322","77.5135847925","75.167587477","75.32271743","72.7646428975","68.0263459001","72.6238994881","80.1396156485","92.1374922556","87.2345215572","89.9443263038","87.9030896978","96.4127181654","","","",""
"Month-end price per barrel","Dollars","86.5983333333","88.3283333333","91.065","92.4333333333","98.645","107.156666667","106.248333333","104.775","105.623333333","101.703333333","93.4333333333","91.1883333333","95.79","85.7716666667","92.7383333333","95.1","98.5716666667","99.7633333333","103.41","89.07","105.035","104.518333333","111.665","118.576666667","119.45","120.183333333","121.968333333","132.815","140.97","153.278333333","163.785","164.871666667","155.506666667","147.631666667","134.486666667","109.393333333","90.3616666667","86.1466666667","80.4383333333","75.5083333333","79.2633333333","79.7216666667","86.665","85.4933333333","91.4583333333","91.4816666667","92.05","97.315","96.5866666667","99.745","98.4266666667","102.188333333","106.485","106.346666667","103.16","101.295","105.043333333","105.01","109.595","113.98","117.37","120.978333333","127.71","140.381666667","147.805","145.551666667","143.616666667","141.916666667","139.228333333","141.648333333","142.32","144.93","140.496666667","142.765","145.623333333","153.563333333","151.34","147.24","135.818333333","134.318333333","140.386666667","152.331666667","150.68","145.2","138.558333333","146.196666667","151.035","145.01","142.091666667","138.026666667","140.295","142.076666667","146.083333333","147.2","143.606666667","139.16","142.661666667","141.101666667","142.951666667","139.831666667","142.113333333","143.601666667","142.535","136.851666667","135.526666667","135.73","128.898333333","120.956666667","103.063333333","91.4133333333","93.7416666667","89.39","88.63","96.22","94.22","90.7233333333","82.06","79.7433333333","80.6516666667","77.275","70.8983333333","65.1866666667","61.3566666667","63.6266666667","65.5433333333","69.9766666667","75.935","75.275","72.39","74.5483333333","78.995","79.0216666667","79.4983333333","80.4833333333","81.5083333333","77.515","80.0316666667","81.46","74.7483333333","75.1983333333","83.15","94.8366666667","93.5666666667","94.3716666667","92.4816666667","99.1333333333","95.35","","","",""
"Cost of Oil/KWH Generated","Dollar/KWh","0.146727991429","0.138620612434","0.139946063921","0.147079664044","0.148047307578","0.163722940322","0.191220820625","0.182899714572","0.173069309157","0.175488785452","0.161381999453","0.137438494204","0.143246399568","0.144151479123","0.147108937715","0.151196022632","0.157190414975","0.1755055037","0.176512186284","0.173930027027","0.174663552011","0.170151836829","0.170655058046","0.186302210392","0.202533030906","0.194673722707","0.195390499392","0.199600477975","0.220844169193","0.245201486559","0.261289954874","0.283190322426","0.275042721977","0.247618026787","0.232221770562","0.188711620315","0.138740206002","0.118190797344","0.118394034379","0.109146550321","0.112370013003","0.120884358909","0.126427461667","0.140137991046","0.144781826718","0.152138021894","0.149559141633","0.152384606162","0.156361693168","0.157612255533","0.162706470837","0.161665964403","0.166813773807","0.176701091765","0.169346987139","0.16504044448","0.158123398187","0.16579141576","0.171690767055","0.179084372922","0.183627691488","0.193128037504","0.197492124268","0.210427987825","0.229789186086","0.252691579208","0.5030634189","0.215583019006","0.231743175607","0.22759190082","0.232149661128","0.226660200226","0.230196860922","0.216862346701","0.228668771101","0.240457755345","0.249566541561","0.245333762586","0.233301543127","0.225863370356","0.220423737732","0.234963825657","0.24880573601","0.244145328936","0.241045174582","0.231964672007","0.237029729094","0.243947669027","0.235100165381","0.227003230694","0.222346408724","0.22774736057","0.231808347631","0.239409075071","0.241399275048","0.232051239959","0.225274139963","0.230624476751","0.229770542627","0.232875254637","0.232228437715","0.23430569656","0.237531951108","0.237126836393","0.234632706328","0.231509479337","0.216459387769","0.215049923986","0.195024514273","0.166097019635","0.149323586728","0.145700475214","0.147955129914","0.150752132033","0.157373734859","0.154615629734","0.143094102456","0.136714559075","0.129401116479","0.130987703557","0.12358536328","0.110766969549","0.099036723816","0.0996488827919","0.103103391415","0.111173361891","0.118594489188","0.128142978423","0.123930403527","0.119554501319","0.124909958964","0.130495394546","0.129186929725","0.133196313735","0.136779823702","0.133420167467","0.130177354396","0.130768468788","0.125725433562","0.119095749722","0.127646381382","0.136485162405","0.158091868464","0.151559956207","0.156980809673","0.152715831262","0.169137903479","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Biodiesel Oil Used by Utility Companies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Barrels of Oil Consumed","Barrels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","242","","7113","8773","3730","11274","5341","10932","14871","11322","16293","14261","2116","4151","3908","3908","1256","6307","1856","6201","19853","6217","2796","14809","2672","4250","3985","14656","4774","3503","4571","10003","2584","3416","7261","15920","11135","9508","10930","10053","6774","685","3704","15644","6152","18318","1669","","19980","10895","21897","15746","11367","7092","5984","9588.36","2498","19670","37608","19953","14468","9434","8316","15015","14736","3518","3355","13164","8882","5083","19242","10786","7129","14090","5032","3618","19629","20309","12407","13384","15261","12268","18043","18703","10601","7572","17486","23618","10889","8654","","","",""
"Total Cost of Oil Consumed","Dollars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53449","","1644652","1967005","627276","1899899","1026533","1107870","2375995","1991105","5196727","3709024","1183293","1622346","2154750","940065","304957","1571610","469721","1575504","5058093","1605211","749668","3815220","693433","1090711","1019339","3711622","1193979","835762","1047697","2178446","541660","675587","873126","2087321","1577116","1644802","1623516","1653521","1246829","135617","720285","3060274","1217995","3715946","357712","8288","4370432","2394498","4600795","3318710","2150274","1262164","1044671","1649521","194152","2057156","4165487","2561082","2242992","1590339","1418740","2462602","2266764","511244","469533","1516202","1075528","606990","-1202111","263065","132334","469246","252712","241757","1510023","1781153","1307847","1637283","2006349","1683112","2543034","2678361","1543072","1124727","2594441","3419592","1669442","1096224","","","",""
"Ave Cost/Bbl of Oil Consumed","Dollars","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","220.863636364","","231.21777028","224.211216232","168.170509383","168.520400922","192.198651938","101.341931943","159.773720664","175.861596891","318.954581722","260.081621205","559.212192817","390.832570465","551.368986694","240.548874104","242.800159236","249.185032504","253.082435345","254.07256894","254.777262882","258.197040373","268.121602289","257.628469174","259.518338323","256.637882353","255.793977415","253.249317686","250.100335149","238.584641736","229.205206738","217.77926622","209.620743034","197.771370023","120.248726071","131.113128141","141.635922766","172.991375684","148.537602928","164.480354123","184.060968409","197.981021898","194.461393089","195.61966249","197.983582575","202.857626378","214.327142001","","218.74034034","219.779531895","210.110745764","210.76527372","189.168118237","177.970107163","174.577372995","172.033695022","77.7229783827","104.583426538","110.760662625","128.35573598","155.03124136","168.575259699","170.603655604","164.009457209","153.824918567","145.32234224","139.950223547","115.17790945","121.090745328","119.41569939","-62.4732876","24.3894863712","18.5627717772","33.3034776437","50.2209856916","66.8206191266","76.9281675073","87.7026441479","105.412025469","122.33136581","131.469038726","137.195304858","140.942969573","143.204886917","145.559098198","148.537638669","148.372469404","144.787534931","153.314537607","126.672521377","","","",""
