"HECO","   Transportation Sector","Percent","","","","1.0","0.977960133009","0.933479361607","0.840761173187","0.903224852487","0.889733124265","0.785204817667","0.756389393703","0.739191222889","0.796947309492","0.811251048086","0.857453959541","0.909386363044","1.0569578065","1.11747108915","1.15343097434","1.16987537539","1.26051850694","0.865818475732","0.840440126627","0.867859439367","0.916036061984","0.903447421008","0.8991459867","0.900418759487","0.917236721156","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HECO","   Electric Power Sector","Percent","","","","1.0","0.824453674146","0.954212428904","0.957417411865","0.988900591417","1.02537657399","1.06250366515","1.0539603324","1.03032032313","1.04363604147","1.05987804144","1.05922988432","1.13728870246","1.04343087895","1.08128036475","1.07273417422","1.06922778861","1.06656672618","1.03900063628","1.01296016486","0.998974587011","0.981124741233","0.935628597975","0.89271706468","0.886796084713","0.872581258503","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Total","Percent","","","","1.0","0.908888017125","0.9524474289","0.869510188524","0.930503215932","0.924493558063","0.884009927376","0.864067618631","0.862758181198","0.849830595974","0.865014844258","0.887058922111","0.952189847074","0.996116952744","1.04264189463","1.07041588949","1.07943347246","1.11486777659","0.892233293538","0.871425644356","0.880161682433","0.902555126715","0.879597575406","0.858624830058","0.855821204859","0.863471448403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Current Emissions as % of 1990 levels","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hawaii","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECO","   Commercial Energy Sector","Percent","","","","0.0353433643852","0.0203872819358","0.0431409074993","0.0156240030552","0.0240664958484","0.0149114535791","0.0114445174525","0.0144295740489","0.0512374274131","0.0127337067673","0.0129472661785","0.0111681613615","0.0145913091838","0.0131272755392","0.0154110456841","0.015529310554","0.0156610737922","0.0130536578609","0.0136691478962","0.0161611027699","0.0159796785379","0.0176850221718","0.0165686349206","0.0167321099037","0.0180684687853","0.0203462060736","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HECO","   Industrial Energy Sector","Percent","","","","0.0987128206357","0.0942096649063","0.0923461980091","0.0857264651348","0.0948886734189","0.0926023014745","0.0973516493633","0.0920084435889","0.0690859378344","0.0612231295897","0.0625738605061","0.0625170173172","0.0703727054043","0.0715933650809","0.0713265835831","0.0831743689165","0.0845704999068","0.0766567023015","0.0670292343882","0.0661565245405","0.0656286519458","0.0675856482659","0.0666676900541","0.0634942793489","0.0609314574724","0.063324951695","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HECO","   Residential Energy Sector","Percent","","","","0.00213784103945","0.00211422809617","0.00351217268146","0.00193903475743","0.00198471036694","0.00195187830238","0.0019471950882","0.00230879863208","0.00417685545211","0.00295091536733","0.0035511745491","0.0035719188047","0.00361363735292","0.00302413922027","0.0030249225484","0.00301818368043","0.00313819459506","0.00276143796682","0.00430392603178","0.00402584298749","0.00397143290236","0.00370780041137","0.00493277313004","0.00391330008361","0.00370127244187","0.00278459112263","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HECO","   Transportation Sector","Percent","","","","0.521208252854","0.509720892286","0.486537147138","0.438211662144","0.470768247299","0.463736247204","0.409255231149","0.394236394369","0.385272565807","0.415375514797","0.422830741398","0.446912080155","0.473979677451","0.550895131667","0.582435153992","0.601177742923","0.609748700461","0.656992648689","0.451271735025","0.438044330027","0.452335502115","0.477445555418","0.470884251848","0.468642308788","0.469305688469","0.478071348887","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"HECO","   Electric Power Sector","Percent","","","","0.342597721085","0.282455949902","0.326911003573","0.328009023432","0.338795088999","0.351291677503","0.364011334323","0.361084407994","0.352985394692","0.357547329451","0.363111801625","0.362889744472","0.38963251768","0.357477041238","0.370444188817","0.367516283418","0.366315003699","0.365403329775","0.355959250196","0.347037844031","0.342246416932","0.336131100447","0.320544225448","0.305842831933","0.30381431769","0.298944350624","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Total","Percent","","","","1.0","0.908888017125","0.9524474289","0.869510188524","0.930503215932","0.924493558063","0.884009927376","0.864067618631","0.862758181198","0.849830595974","0.865014844258","0.887058922111","0.952189847074","0.996116952744","1.04264189463","1.07041588949","1.07943347246","1.11486777659","0.892233293538","0.871425644356","0.880161682433","0.902555126715","0.879597575406","0.858624830058","0.855821204859","0.863471448403","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
